,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
0,2014-08-16,Arsenal,Crystal Palace,2.0,1.0,H,2014/2015
1,2014-08-16,Leicester,Everton,2.0,2.0,D,2014/2015
2,2014-08-16,Man United,Swansea,1.0,2.0,A,2014/2015
3,2014-08-16,QPR,Hull,0.0,1.0,A,2014/2015
4,2014-08-16,Stoke,Aston Villa,0.0,1.0,A,2014/2015
5,2014-08-16,West Brom,Sunderland,2.0,2.0,D,2014/2015
6,2014-08-16,West Ham,Tottenham,0.0,1.0,A,2014/2015
7,2014-08-17,Liverpool,Southampton,2.0,1.0,H,2014/2015
8,2014-08-17,Newcastle,Man City,0.0,2.0,A,2014/2015
9,2014-08-18,Burnley,Chelsea,1.0,3.0,A,2014/2015
10,2014-08-23,Aston Villa,Newcastle,0.0,0.0,D,2014/2015
11,2014-08-23,Chelsea,Leicester,2.0,0.0,H,2014/2015
12,2014-08-23,Crystal Palace,West Ham,1.0,3.0,A,2014/2015
13,2014-08-23,Everton,Arsenal,2.0,2.0,D,2014/2015
14,2014-08-23,Southampton,West Brom,0.0,0.0,D,2014/2015
15,2014-08-23,Swansea,Burnley,1.0,0.0,H,2014/2015
16,2014-08-24,Hull,Stoke,1.0,1.0,D,2014/2015
17,2014-08-24,Sunderland,Man United,1.0,1.0,D,2014/2015
18,2014-08-24,Tottenham,QPR,4.0,0.0,H,2014/2015
19,2014-08-25,Man City,Liverpool,3.0,1.0,H,2014/2015
20,2014-08-30,Burnley,Man United,0.0,0.0,D,2014/2015
21,2014-08-30,Everton,Chelsea,3.0,6.0,A,2014/2015
22,2014-08-30,Man City,Stoke,0.0,1.0,A,2014/2015
23,2014-08-30,Newcastle,Crystal Palace,3.0,3.0,D,2014/2015
24,2014-08-30,QPR,Sunderland,1.0,0.0,H,2014/2015
25,2014-08-30,Swansea,West Brom,3.0,0.0,H,2014/2015
26,2014-08-30,West Ham,Southampton,1.0,3.0,A,2014/2015
27,2014-08-31,Aston Villa,Hull,2.0,1.0,H,2014/2015
28,2014-08-31,Leicester,Arsenal,1.0,1.0,D,2014/2015
29,2014-08-31,Tottenham,Liverpool,0.0,3.0,A,2014/2015
30,2014-09-13,Arsenal,Man City,2.0,2.0,D,2014/2015
31,2014-09-13,Chelsea,Swansea,4.0,2.0,H,2014/2015
32,2014-09-13,Crystal Palace,Burnley,0.0,0.0,D,2014/2015
33,2014-09-13,Liverpool,Aston Villa,0.0,1.0,A,2014/2015
34,2014-09-13,Southampton,Newcastle,4.0,0.0,H,2014/2015
35,2014-09-13,Stoke,Leicester,0.0,1.0,A,2014/2015
36,2014-09-13,Sunderland,Tottenham,2.0,2.0,D,2014/2015
37,2014-09-13,West Brom,Everton,0.0,2.0,A,2014/2015
38,2014-09-14,Man United,QPR,4.0,0.0,H,2014/2015
39,2014-09-15,Hull,West Ham,2.0,2.0,D,2014/2015
40,2014-09-20,Aston Villa,Arsenal,0.0,3.0,A,2014/2015
41,2014-09-20,Burnley,Sunderland,0.0,0.0,D,2014/2015
42,2014-09-20,Newcastle,Hull,2.0,2.0,D,2014/2015
43,2014-09-20,QPR,Stoke,2.0,2.0,D,2014/2015
44,2014-09-20,Swansea,Southampton,0.0,1.0,A,2014/2015
45,2014-09-20,West Ham,Liverpool,3.0,1.0,H,2014/2015
46,2014-09-21,Everton,Crystal Palace,2.0,3.0,A,2014/2015
47,2014-09-21,Leicester,Man United,5.0,3.0,H,2014/2015
48,2014-09-21,Man City,Chelsea,1.0,1.0,D,2014/2015
49,2014-09-21,Tottenham,West Brom,0.0,1.0,A,2014/2015
50,2014-09-27,Arsenal,Tottenham,1.0,1.0,D,2014/2015
51,2014-09-27,Chelsea,Aston Villa,3.0,0.0,H,2014/2015
52,2014-09-27,Crystal Palace,Leicester,2.0,0.0,H,2014/2015
53,2014-09-27,Hull,Man City,2.0,4.0,A,2014/2015
54,2014-09-27,Liverpool,Everton,1.0,1.0,D,2014/2015
55,2014-09-27,Man United,West Ham,2.0,1.0,H,2014/2015
56,2014-09-27,Southampton,QPR,2.0,1.0,H,2014/2015
57,2014-09-27,Sunderland,Swansea,0.0,0.0,D,2014/2015
58,2014-09-28,West Brom,Burnley,4.0,0.0,H,2014/2015
59,2014-09-29,Stoke,Newcastle,1.0,0.0,H,2014/2015
60,2014-10-04,Aston Villa,Man City,0.0,2.0,A,2014/2015
61,2014-10-04,Hull,Crystal Palace,2.0,0.0,H,2014/2015
62,2014-10-04,Leicester,Burnley,2.0,2.0,D,2014/2015
63,2014-10-04,Liverpool,West Brom,2.0,1.0,H,2014/2015
64,2014-10-04,Sunderland,Stoke,3.0,1.0,H,2014/2015
65,2014-10-04,Swansea,Newcastle,2.0,2.0,D,2014/2015
66,2014-10-05,Chelsea,Arsenal,2.0,0.0,H,2014/2015
67,2014-10-05,Man United,Everton,2.0,1.0,H,2014/2015
68,2014-10-05,Tottenham,Southampton,1.0,0.0,H,2014/2015
69,2014-10-05,West Ham,QPR,2.0,0.0,H,2014/2015
70,2014-10-18,Arsenal,Hull,2.0,2.0,D,2014/2015
71,2014-10-18,Burnley,West Ham,1.0,3.0,A,2014/2015
72,2014-10-18,Crystal Palace,Chelsea,1.0,2.0,A,2014/2015
73,2014-10-18,Everton,Aston Villa,3.0,0.0,H,2014/2015
74,2014-10-18,Man City,Tottenham,4.0,1.0,H,2014/2015
75,2014-10-18,Newcastle,Leicester,1.0,0.0,H,2014/2015
76,2014-10-18,Southampton,Sunderland,8.0,0.0,H,2014/2015
77,2014-10-19,QPR,Liverpool,2.0,3.0,A,2014/2015
78,2014-10-19,Stoke,Swansea,2.0,1.0,H,2014/2015
79,2014-10-20,West Brom,Man United,2.0,2.0,D,2014/2015
80,2014-10-25,Liverpool,Hull,0.0,0.0,D,2014/2015
81,2014-10-25,Southampton,Stoke,1.0,0.0,H,2014/2015
82,2014-10-25,Sunderland,Arsenal,0.0,2.0,A,2014/2015
83,2014-10-25,Swansea,Leicester,2.0,0.0,H,2014/2015
84,2014-10-25,West Brom,Crystal Palace,2.0,2.0,D,2014/2015
85,2014-10-25,West Ham,Man City,2.0,1.0,H,2014/2015
86,2014-10-26,Burnley,Everton,1.0,3.0,A,2014/2015
87,2014-10-26,Man United,Chelsea,1.0,1.0,D,2014/2015
88,2014-10-26,Tottenham,Newcastle,1.0,2.0,A,2014/2015
89,2014-10-27,QPR,Aston Villa,2.0,0.0,H,2014/2015
90,2014-11-01,Arsenal,Burnley,3.0,0.0,H,2014/2015
91,2014-11-01,Chelsea,QPR,2.0,1.0,H,2014/2015
92,2014-11-01,Everton,Swansea,0.0,0.0,D,2014/2015
93,2014-11-01,Hull,Southampton,0.0,1.0,A,2014/2015
94,2014-11-01,Leicester,West Brom,0.0,1.0,A,2014/2015
95,2014-11-01,Newcastle,Liverpool,1.0,0.0,H,2014/2015
96,2014-11-01,Stoke,West Ham,2.0,2.0,D,2014/2015
97,2014-11-02,Aston Villa,Tottenham,1.0,2.0,A,2014/2015
98,2014-11-02,Man City,Man United,1.0,0.0,H,2014/2015
99,2014-11-03,Crystal Palace,Sunderland,1.0,3.0,A,2014/2015
100,2014-11-08,Burnley,Hull,1.0,0.0,H,2014/2015
101,2014-11-08,Liverpool,Chelsea,1.0,2.0,A,2014/2015
102,2014-11-08,Man United,Crystal Palace,1.0,0.0,H,2014/2015
103,2014-11-08,QPR,Man City,2.0,2.0,D,2014/2015
104,2014-11-08,Southampton,Leicester,2.0,0.0,H,2014/2015
105,2014-11-08,West Ham,Aston Villa,0.0,0.0,D,2014/2015
106,2014-11-09,Sunderland,Everton,1.0,1.0,D,2014/2015
107,2014-11-09,Swansea,Arsenal,2.0,1.0,H,2014/2015
108,2014-11-09,Tottenham,Stoke,1.0,2.0,A,2014/2015
109,2014-11-09,West Brom,Newcastle,0.0,2.0,A,2014/2015
110,2014-11-22,Arsenal,Man United,1.0,2.0,A,2014/2015
111,2014-11-22,Chelsea,West Brom,2.0,0.0,H,2014/2015
112,2014-11-22,Everton,West Ham,2.0,1.0,H,2014/2015
113,2014-11-22,Leicester,Sunderland,0.0,0.0,D,2014/2015
114,2014-11-22,Man City,Swansea,2.0,1.0,H,2014/2015
115,2014-11-22,Newcastle,QPR,1.0,0.0,H,2014/2015
116,2014-11-22,Stoke,Burnley,1.0,2.0,A,2014/2015
117,2014-11-23,Crystal Palace,Liverpool,3.0,1.0,H,2014/2015
118,2014-11-23,Hull,Tottenham,1.0,2.0,A,2014/2015
119,2014-11-24,Aston Villa,Southampton,1.0,1.0,D,2014/2015
120,2014-11-29,Burnley,Aston Villa,1.0,1.0,D,2014/2015
121,2014-11-29,Liverpool,Stoke,1.0,0.0,H,2014/2015
122,2014-11-29,Man United,Hull,3.0,0.0,H,2014/2015
123,2014-11-29,QPR,Leicester,3.0,2.0,H,2014/2015
124,2014-11-29,Sunderland,Chelsea,0.0,0.0,D,2014/2015
125,2014-11-29,Swansea,Crystal Palace,1.0,1.0,D,2014/2015
126,2014-11-29,West Brom,Arsenal,0.0,1.0,A,2014/2015
127,2014-11-29,West Ham,Newcastle,1.0,0.0,H,2014/2015
128,2014-11-30,Southampton,Man City,0.0,3.0,A,2014/2015
129,2014-11-30,Tottenham,Everton,2.0,1.0,H,2014/2015
130,2014-12-02,Burnley,Newcastle,1.0,1.0,D,2014/2015
131,2014-12-02,Crystal Palace,Aston Villa,0.0,1.0,A,2014/2015
132,2014-12-02,Leicester,Liverpool,1.0,3.0,A,2014/2015
133,2014-12-02,Man United,Stoke,2.0,1.0,H,2014/2015
134,2014-12-02,Swansea,QPR,2.0,0.0,H,2014/2015
135,2014-12-02,West Brom,West Ham,1.0,2.0,A,2014/2015
136,2014-12-03,Arsenal,Southampton,1.0,0.0,H,2014/2015
137,2014-12-03,Chelsea,Tottenham,3.0,0.0,H,2014/2015
138,2014-12-03,Everton,Hull,1.0,1.0,D,2014/2015
139,2014-12-03,Sunderland,Man City,1.0,4.0,A,2014/2015
140,2014-12-06,Hull,West Brom,0.0,0.0,D,2014/2015
141,2014-12-06,Liverpool,Sunderland,0.0,0.0,D,2014/2015
142,2014-12-06,Man City,Everton,1.0,0.0,H,2014/2015
143,2014-12-06,Newcastle,Chelsea,2.0,1.0,H,2014/2015
144,2014-12-06,QPR,Burnley,2.0,0.0,H,2014/2015
145,2014-12-06,Stoke,Arsenal,3.0,2.0,H,2014/2015
146,2014-12-06,Tottenham,Crystal Palace,0.0,0.0,D,2014/2015
147,2014-12-07,Aston Villa,Leicester,2.0,1.0,H,2014/2015
148,2014-12-07,West Ham,Swansea,3.0,1.0,H,2014/2015
149,2014-12-08,Southampton,Man United,1.0,2.0,A,2014/2015
150,2014-12-13,Arsenal,Newcastle,4.0,1.0,H,2014/2015
151,2014-12-13,Burnley,Southampton,1.0,0.0,H,2014/2015
152,2014-12-13,Chelsea,Hull,2.0,0.0,H,2014/2015
153,2014-12-13,Crystal Palace,Stoke,1.0,1.0,D,2014/2015
154,2014-12-13,Leicester,Man City,0.0,1.0,A,2014/2015
155,2014-12-13,Sunderland,West Ham,1.0,1.0,D,2014/2015
156,2014-12-13,West Brom,Aston Villa,1.0,0.0,H,2014/2015
157,2014-12-14,Man United,Liverpool,3.0,0.0,H,2014/2015
158,2014-12-14,Swansea,Tottenham,1.0,2.0,A,2014/2015
159,2014-12-15,Everton,QPR,3.0,1.0,H,2014/2015
160,2014-12-20,Aston Villa,Man United,1.0,1.0,D,2014/2015
161,2014-12-20,Hull,Swansea,0.0,1.0,A,2014/2015
162,2014-12-20,Man City,Crystal Palace,3.0,0.0,H,2014/2015
163,2014-12-20,QPR,West Brom,3.0,2.0,H,2014/2015
164,2014-12-20,Southampton,Everton,3.0,0.0,H,2014/2015
165,2014-12-20,Tottenham,Burnley,2.0,1.0,H,2014/2015
166,2014-12-20,West Ham,Leicester,2.0,0.0,H,2014/2015
167,2014-12-21,Liverpool,Arsenal,2.0,2.0,D,2014/2015
168,2014-12-21,Newcastle,Sunderland,0.0,1.0,A,2014/2015
169,2014-12-22,Stoke,Chelsea,0.0,2.0,A,2014/2015
170,2014-12-26,Arsenal,QPR,2.0,1.0,H,2014/2015
171,2014-12-26,Burnley,Liverpool,0.0,1.0,A,2014/2015
172,2014-12-26,Chelsea,West Ham,2.0,0.0,H,2014/2015
173,2014-12-26,Crystal Palace,Southampton,1.0,3.0,A,2014/2015
174,2014-12-26,Everton,Stoke,0.0,1.0,A,2014/2015
175,2014-12-26,Leicester,Tottenham,1.0,2.0,A,2014/2015
176,2014-12-26,Man United,Newcastle,3.0,1.0,H,2014/2015
177,2014-12-26,Sunderland,Hull,1.0,3.0,A,2014/2015
178,2014-12-26,Swansea,Aston Villa,1.0,0.0,H,2014/2015
179,2014-12-26,West Brom,Man City,1.0,3.0,A,2014/2015
180,2014-12-28,Aston Villa,Sunderland,0.0,0.0,D,2014/2015
181,2014-12-28,Hull,Leicester,0.0,1.0,A,2014/2015
182,2014-12-28,Man City,Burnley,2.0,2.0,D,2014/2015
183,2014-12-28,Newcastle,Everton,3.0,2.0,H,2014/2015
184,2014-12-28,QPR,Crystal Palace,0.0,0.0,D,2014/2015
185,2014-12-28,Southampton,Chelsea,1.0,1.0,D,2014/2015
186,2014-12-28,Stoke,West Brom,2.0,0.0,H,2014/2015
187,2014-12-28,Tottenham,Man United,0.0,0.0,D,2014/2015
188,2014-12-28,West Ham,Arsenal,1.0,2.0,A,2014/2015
189,2014-12-29,Liverpool,Swansea,4.0,1.0,H,2014/2015
190,2015-01-01,Aston Villa,Crystal Palace,0.0,0.0,D,2014/2015
191,2015-01-01,Hull,Everton,2.0,0.0,H,2014/2015
192,2015-01-01,Liverpool,Leicester,2.0,2.0,D,2014/2015
193,2015-01-01,Man City,Sunderland,3.0,2.0,H,2014/2015
194,2015-01-01,Newcastle,Burnley,3.0,3.0,D,2014/2015
195,2015-01-01,QPR,Swansea,1.0,1.0,D,2014/2015
196,2015-01-01,Southampton,Arsenal,2.0,0.0,H,2014/2015
197,2015-01-01,Stoke,Man United,1.0,1.0,D,2014/2015
198,2015-01-01,Tottenham,Chelsea,5.0,3.0,H,2014/2015
199,2015-01-01,West Ham,West Brom,1.0,1.0,D,2014/2015
200,2015-01-10,Burnley,QPR,2.0,1.0,H,2014/2015
201,2015-01-10,Chelsea,Newcastle,2.0,0.0,H,2014/2015
202,2015-01-10,Crystal Palace,Tottenham,2.0,1.0,H,2014/2015
203,2015-01-10,Everton,Man City,1.0,1.0,D,2014/2015
204,2015-01-10,Leicester,Aston Villa,1.0,0.0,H,2014/2015
205,2015-01-10,Sunderland,Liverpool,0.0,1.0,A,2014/2015
206,2015-01-10,Swansea,West Ham,1.0,1.0,D,2014/2015
207,2015-01-10,West Brom,Hull,1.0,0.0,H,2014/2015
208,2015-01-11,Arsenal,Stoke,3.0,0.0,H,2014/2015
209,2015-01-11,Man United,Southampton,0.0,1.0,A,2014/2015
210,2015-01-17,Aston Villa,Liverpool,0.0,2.0,A,2014/2015
211,2015-01-17,Burnley,Crystal Palace,2.0,3.0,A,2014/2015
212,2015-01-17,Leicester,Stoke,0.0,1.0,A,2014/2015
213,2015-01-17,Newcastle,Southampton,1.0,2.0,A,2014/2015
214,2015-01-17,QPR,Man United,0.0,2.0,A,2014/2015
215,2015-01-17,Swansea,Chelsea,0.0,5.0,A,2014/2015
216,2015-01-17,Tottenham,Sunderland,2.0,1.0,H,2014/2015
217,2015-01-18,Man City,Arsenal,0.0,2.0,A,2014/2015
218,2015-01-18,West Ham,Hull,3.0,0.0,H,2014/2015
219,2015-01-19,Everton,West Brom,0.0,0.0,D,2014/2015
220,2015-01-31,Chelsea,Man City,1.0,1.0,D,2014/2015
221,2015-01-31,Crystal Palace,Everton,0.0,1.0,A,2014/2015
222,2015-01-31,Hull,Newcastle,0.0,3.0,A,2014/2015
223,2015-01-31,Liverpool,West Ham,2.0,0.0,H,2014/2015
224,2015-01-31,Man United,Leicester,3.0,1.0,H,2014/2015
225,2015-01-31,Stoke,QPR,3.0,1.0,H,2014/2015
226,2015-01-31,Sunderland,Burnley,2.0,0.0,H,2014/2015
227,2015-01-31,West Brom,Tottenham,0.0,3.0,A,2014/2015
228,2015-02-01,Arsenal,Aston Villa,5.0,0.0,H,2014/2015
229,2015-02-01,Southampton,Swansea,0.0,1.0,A,2014/2015
230,2015-02-07,Aston Villa,Chelsea,1.0,2.0,A,2014/2015
231,2015-02-07,Everton,Liverpool,0.0,0.0,D,2014/2015
232,2015-02-07,Leicester,Crystal Palace,0.0,1.0,A,2014/2015
233,2015-02-07,Man City,Hull,1.0,1.0,D,2014/2015
234,2015-02-07,QPR,Southampton,0.0,1.0,A,2014/2015
235,2015-02-07,Swansea,Sunderland,1.0,1.0,D,2014/2015
236,2015-02-07,Tottenham,Arsenal,2.0,1.0,H,2014/2015
237,2015-02-08,Burnley,West Brom,2.0,2.0,D,2014/2015
238,2015-02-08,Newcastle,Stoke,1.0,1.0,D,2014/2015
239,2015-02-08,West Ham,Man United,1.0,1.0,D,2014/2015
240,2015-02-10,Arsenal,Leicester,2.0,1.0,H,2014/2015
241,2015-02-10,Hull,Aston Villa,2.0,0.0,H,2014/2015
242,2015-02-10,Liverpool,Tottenham,3.0,2.0,H,2014/2015
243,2015-02-10,Sunderland,QPR,0.0,2.0,A,2014/2015
244,2015-02-11,Chelsea,Everton,1.0,0.0,H,2014/2015
245,2015-02-11,Crystal Palace,Newcastle,1.0,1.0,D,2014/2015
246,2015-02-11,Man United,Burnley,3.0,1.0,H,2014/2015
247,2015-02-11,Southampton,West Ham,0.0,0.0,D,2014/2015
248,2015-02-11,Stoke,Man City,1.0,4.0,A,2014/2015
249,2015-02-11,West Brom,Swansea,2.0,0.0,H,2014/2015
250,2015-02-21,Aston Villa,Stoke,1.0,2.0,A,2014/2015
251,2015-02-21,Chelsea,Burnley,1.0,1.0,D,2014/2015
252,2015-02-21,Crystal Palace,Arsenal,1.0,2.0,A,2014/2015
253,2015-02-21,Hull,QPR,2.0,1.0,H,2014/2015
254,2015-02-21,Man City,Newcastle,5.0,0.0,H,2014/2015
255,2015-02-21,Sunderland,West Brom,0.0,0.0,D,2014/2015
256,2015-02-21,Swansea,Man United,2.0,1.0,H,2014/2015
257,2015-02-22,Everton,Leicester,2.0,2.0,D,2014/2015
258,2015-02-22,Southampton,Liverpool,0.0,2.0,A,2014/2015
259,2015-02-22,Tottenham,West Ham,2.0,2.0,D,2014/2015
260,2015-02-28,Burnley,Swansea,0.0,1.0,A,2014/2015
261,2015-02-28,Man United,Sunderland,2.0,0.0,H,2014/2015
262,2015-02-28,Newcastle,Aston Villa,1.0,0.0,H,2014/2015
263,2015-02-28,Stoke,Hull,1.0,0.0,H,2014/2015
264,2015-02-28,West Brom,Southampton,1.0,0.0,H,2014/2015
265,2015-02-28,West Ham,Crystal Palace,1.0,3.0,A,2014/2015
266,2015-03-01,Arsenal,Everton,2.0,0.0,H,2014/2015
267,2015-03-01,Liverpool,Man City,2.0,1.0,H,2014/2015
268,2015-03-03,Aston Villa,West Brom,2.0,1.0,H,2014/2015
269,2015-03-03,Hull,Sunderland,1.0,1.0,D,2014/2015
270,2015-03-03,Southampton,Crystal Palace,1.0,0.0,H,2014/2015
271,2015-03-04,Liverpool,Burnley,2.0,0.0,H,2014/2015
272,2015-03-04,Man City,Leicester,2.0,0.0,H,2014/2015
273,2015-03-04,Newcastle,Man United,0.0,1.0,A,2014/2015
274,2015-03-04,QPR,Arsenal,1.0,2.0,A,2014/2015
275,2015-03-04,Stoke,Everton,2.0,0.0,H,2014/2015
276,2015-03-04,Tottenham,Swansea,3.0,2.0,H,2014/2015
277,2015-03-04,West Ham,Chelsea,0.0,1.0,A,2014/2015
278,2015-03-07,QPR,Tottenham,1.0,2.0,A,2014/2015
279,2015-03-14,Arsenal,West Ham,3.0,0.0,H,2014/2015
280,2015-03-14,Burnley,Man City,1.0,0.0,H,2014/2015
281,2015-03-14,Crystal Palace,QPR,3.0,1.0,H,2014/2015
282,2015-03-14,Leicester,Hull,0.0,0.0,D,2014/2015
283,2015-03-14,Sunderland,Aston Villa,0.0,4.0,A,2014/2015
284,2015-03-14,West Brom,Stoke,1.0,0.0,H,2014/2015
285,2015-03-15,Chelsea,Southampton,1.0,1.0,D,2014/2015
286,2015-03-15,Everton,Newcastle,3.0,0.0,H,2014/2015
287,2015-03-15,Man United,Tottenham,3.0,0.0,H,2014/2015
288,2015-03-16,Swansea,Liverpool,0.0,1.0,A,2014/2015
289,2015-03-21,Aston Villa,Swansea,0.0,1.0,A,2014/2015
290,2015-03-21,Man City,West Brom,3.0,0.0,H,2014/2015
291,2015-03-21,Newcastle,Arsenal,1.0,2.0,A,2014/2015
292,2015-03-21,Southampton,Burnley,2.0,0.0,H,2014/2015
293,2015-03-21,Stoke,Crystal Palace,1.0,2.0,A,2014/2015
294,2015-03-21,Tottenham,Leicester,4.0,3.0,H,2014/2015
295,2015-03-21,West Ham,Sunderland,1.0,0.0,H,2014/2015
296,2015-03-22,Hull,Chelsea,2.0,3.0,A,2014/2015
297,2015-03-22,Liverpool,Man United,1.0,2.0,A,2014/2015
298,2015-03-22,QPR,Everton,1.0,2.0,A,2014/2015
299,2015-04-04,Arsenal,Liverpool,4.0,1.0,H,2014/2015
300,2015-04-04,Chelsea,Stoke,2.0,1.0,H,2014/2015
301,2015-04-04,Everton,Southampton,1.0,0.0,H,2014/2015
302,2015-04-04,Leicester,West Ham,2.0,1.0,H,2014/2015
303,2015-04-04,Man United,Aston Villa,3.0,1.0,H,2014/2015
304,2015-04-04,Swansea,Hull,3.0,1.0,H,2014/2015
305,2015-04-04,West Brom,QPR,1.0,4.0,A,2014/2015
306,2015-04-05,Burnley,Tottenham,0.0,0.0,D,2014/2015
307,2015-04-05,Sunderland,Newcastle,1.0,0.0,H,2014/2015
308,2015-04-06,Crystal Palace,Man City,2.0,1.0,H,2014/2015
309,2015-04-07,Aston Villa,QPR,3.0,3.0,D,2014/2015
310,2015-04-11,Burnley,Arsenal,0.0,1.0,A,2014/2015
311,2015-04-11,Southampton,Hull,2.0,0.0,H,2014/2015
312,2015-04-11,Sunderland,Crystal Palace,1.0,4.0,A,2014/2015
313,2015-04-11,Swansea,Everton,1.0,1.0,D,2014/2015
314,2015-04-11,Tottenham,Aston Villa,0.0,1.0,A,2014/2015
315,2015-04-11,West Brom,Leicester,2.0,3.0,A,2014/2015
316,2015-04-11,West Ham,Stoke,1.0,1.0,D,2014/2015
317,2015-04-12,Man United,Man City,4.0,2.0,H,2014/2015
318,2015-04-12,QPR,Chelsea,0.0,1.0,A,2014/2015
319,2015-04-13,Liverpool,Newcastle,2.0,0.0,H,2014/2015
320,2015-04-18,Chelsea,Man United,1.0,0.0,H,2014/2015
321,2015-04-18,Crystal Palace,West Brom,0.0,2.0,A,2014/2015
322,2015-04-18,Everton,Burnley,1.0,0.0,H,2014/2015
323,2015-04-18,Leicester,Swansea,2.0,0.0,H,2014/2015
324,2015-04-18,Stoke,Southampton,2.0,1.0,H,2014/2015
325,2015-04-19,Man City,West Ham,2.0,0.0,H,2014/2015
326,2015-04-19,Newcastle,Tottenham,1.0,3.0,A,2014/2015
327,2015-04-25,Burnley,Leicester,0.0,1.0,A,2014/2015
328,2015-04-25,Crystal Palace,Hull,0.0,2.0,A,2014/2015
329,2015-04-25,Man City,Aston Villa,3.0,2.0,H,2014/2015
330,2015-04-25,Newcastle,Swansea,2.0,3.0,A,2014/2015
331,2015-04-25,QPR,West Ham,0.0,0.0,D,2014/2015
332,2015-04-25,Southampton,Tottenham,2.0,2.0,D,2014/2015
333,2015-04-25,Stoke,Sunderland,1.0,1.0,D,2014/2015
334,2015-04-25,West Brom,Liverpool,0.0,0.0,D,2014/2015
335,2015-04-26,Arsenal,Chelsea,0.0,0.0,D,2014/2015
336,2015-04-26,Everton,Man United,3.0,0.0,H,2014/2015
337,2015-04-28,Hull,Liverpool,1.0,0.0,H,2014/2015
338,2015-04-29,Leicester,Chelsea,1.0,3.0,A,2014/2015
339,2015-05-02,Aston Villa,Everton,3.0,2.0,H,2014/2015
340,2015-05-02,Leicester,Newcastle,3.0,0.0,H,2014/2015
341,2015-05-02,Liverpool,QPR,2.0,1.0,H,2014/2015
342,2015-05-02,Man United,West Brom,0.0,1.0,A,2014/2015
343,2015-05-02,Sunderland,Southampton,2.0,1.0,H,2014/2015
344,2015-05-02,Swansea,Stoke,2.0,0.0,H,2014/2015
345,2015-05-02,West Ham,Burnley,1.0,0.0,H,2014/2015
346,2015-05-03,Chelsea,Crystal Palace,1.0,0.0,H,2014/2015
347,2015-05-03,Tottenham,Man City,0.0,1.0,A,2014/2015
348,2015-05-04,Hull,Arsenal,1.0,3.0,A,2014/2015
349,2015-05-09,Aston Villa,West Ham,1.0,0.0,H,2014/2015
350,2015-05-09,Crystal Palace,Man United,1.0,2.0,A,2014/2015
351,2015-05-09,Everton,Sunderland,0.0,2.0,A,2014/2015
352,2015-05-09,Hull,Burnley,0.0,1.0,A,2014/2015
353,2015-05-09,Leicester,Southampton,2.0,0.0,H,2014/2015
354,2015-05-09,Newcastle,West Brom,1.0,1.0,D,2014/2015
355,2015-05-09,Stoke,Tottenham,3.0,0.0,H,2014/2015
356,2015-05-10,Chelsea,Liverpool,1.0,1.0,D,2014/2015
357,2015-05-10,Man City,QPR,6.0,0.0,H,2014/2015
358,2015-05-11,Arsenal,Swansea,0.0,1.0,A,2014/2015
359,2015-05-16,Burnley,Stoke,0.0,0.0,D,2014/2015
360,2015-05-16,Liverpool,Crystal Palace,1.0,3.0,A,2014/2015
361,2015-05-16,QPR,Newcastle,2.0,1.0,H,2014/2015
362,2015-05-16,Southampton,Aston Villa,6.0,1.0,H,2014/2015
363,2015-05-16,Sunderland,Leicester,0.0,0.0,D,2014/2015
364,2015-05-16,Tottenham,Hull,2.0,0.0,H,2014/2015
365,2015-05-16,West Ham,Everton,1.0,2.0,A,2014/2015
366,2015-05-17,Man United,Arsenal,1.0,1.0,D,2014/2015
367,2015-05-17,Swansea,Man City,2.0,4.0,A,2014/2015
368,2015-05-18,West Brom,Chelsea,3.0,0.0,H,2014/2015
369,2015-05-20,Arsenal,Sunderland,0.0,0.0,D,2014/2015
370,2015-05-24,Arsenal,West Brom,4.0,1.0,H,2014/2015
371,2015-05-24,Aston Villa,Burnley,0.0,1.0,A,2014/2015
372,2015-05-24,Chelsea,Sunderland,3.0,1.0,H,2014/2015
373,2015-05-24,Crystal Palace,Swansea,1.0,0.0,H,2014/2015
374,2015-05-24,Everton,Tottenham,0.0,1.0,A,2014/2015
375,2015-05-24,Hull,Man United,0.0,0.0,D,2014/2015
376,2015-05-24,Leicester,QPR,5.0,1.0,H,2014/2015
377,2015-05-24,Man City,Southampton,2.0,0.0,H,2014/2015
378,2015-05-24,Newcastle,West Ham,2.0,0.0,H,2014/2015
379,2015-05-24,Stoke,Liverpool,6.0,1.0,H,2014/2015
381,2021-08-13,Brentford,Arsenal,2.0,0.0,H,2021/2022
382,2021-08-14,Man United,Leeds,5.0,1.0,H,2021/2022
383,2021-08-14,Burnley,Brighton,1.0,2.0,A,2021/2022
384,2021-08-14,Chelsea,Crystal Palace,3.0,0.0,H,2021/2022
385,2021-08-14,Everton,Southampton,3.0,1.0,H,2021/2022
386,2021-08-14,Leicester,Wolves,1.0,0.0,H,2021/2022
387,2021-08-14,Watford,Aston Villa,3.0,2.0,H,2021/2022
388,2021-08-14,Norwich,Liverpool,0.0,3.0,A,2021/2022
389,2021-08-15,Newcastle,West Ham,2.0,4.0,A,2021/2022
390,2021-08-15,Tottenham,Man City,1.0,0.0,H,2021/2022
391,2021-08-21,Liverpool,Burnley,2.0,0.0,H,2021/2022
392,2021-08-21,Aston Villa,Newcastle,2.0,0.0,H,2021/2022
