,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
1703,2018-12-26,Crystal Palace,Cardiff,0.0,0.0,D,2018/2019
1704,2018-12-26,Fulham,Wolves,1.0,1.0,D,2018/2019
1705,2018-12-26,Leicester,Man City,2.0,1.0,H,2018/2019
1706,2018-12-26,Liverpool,Newcastle,4.0,0.0,H,2018/2019
1707,2018-12-26,Man United,Huddersfield,3.0,1.0,H,2018/2019
1708,2018-12-26,Tottenham,Bournemouth,5.0,0.0,H,2018/2019
1709,2018-12-26,Watford,Chelsea,1.0,2.0,A,2018/2019
1710,2018-12-27,Southampton,West Ham,1.0,2.0,A,2018/2019
1711,2018-12-29,Brighton,Everton,1.0,0.0,H,2018/2019
1712,2018-12-29,Fulham,Huddersfield,1.0,0.0,H,2018/2019
1713,2018-12-29,Leicester,Cardiff,0.0,1.0,A,2018/2019
1714,2018-12-29,Liverpool,Arsenal,5.0,1.0,H,2018/2019
1715,2018-12-29,Tottenham,Wolves,1.0,3.0,A,2018/2019
1716,2018-12-29,Watford,Newcastle,1.0,1.0,D,2018/2019
1717,2018-12-30,Burnley,West Ham,2.0,0.0,H,2018/2019
1718,2018-12-30,Crystal Palace,Chelsea,0.0,1.0,A,2018/2019
1719,2018-12-30,Man United,Bournemouth,4.0,1.0,H,2018/2019
1720,2018-12-30,Southampton,Man City,1.0,3.0,A,2018/2019
1721,2019-01-01,Arsenal,Fulham,4.0,1.0,H,2018/2019
1722,2019-01-01,Cardiff,Tottenham,0.0,3.0,A,2018/2019
1723,2019-01-01,Everton,Leicester,0.0,1.0,A,2018/2019
1724,2019-01-02,Bournemouth,Watford,3.0,3.0,D,2018/2019
1725,2019-01-02,Chelsea,Southampton,0.0,0.0,D,2018/2019
1726,2019-01-02,Huddersfield,Burnley,1.0,2.0,A,2018/2019
1727,2019-01-02,Newcastle,Man United,0.0,2.0,A,2018/2019
1728,2019-01-02,West Ham,Brighton,2.0,2.0,D,2018/2019
1729,2019-01-02,Wolves,Crystal Palace,0.0,2.0,A,2018/2019
1730,2019-01-03,Man City,Liverpool,2.0,1.0,H,2018/2019
1731,2019-01-12,Brighton,Liverpool,0.0,1.0,A,2018/2019
1732,2019-01-12,Burnley,Fulham,2.0,1.0,H,2018/2019
1733,2019-01-12,Cardiff,Huddersfield,0.0,0.0,D,2018/2019
1734,2019-01-12,Chelsea,Newcastle,2.0,1.0,H,2018/2019
1735,2019-01-12,Crystal Palace,Watford,1.0,2.0,A,2018/2019
1736,2019-01-12,Leicester,Southampton,1.0,2.0,A,2018/2019
1737,2019-01-12,West Ham,Arsenal,1.0,0.0,H,2018/2019
1738,2019-01-13,Everton,Bournemouth,2.0,0.0,H,2018/2019
1739,2019-01-13,Tottenham,Man United,0.0,1.0,A,2018/2019
1740,2019-01-14,Man City,Wolves,3.0,0.0,H,2018/2019
1741,2019-01-19,Arsenal,Chelsea,2.0,0.0,H,2018/2019
1742,2019-01-19,Bournemouth,West Ham,2.0,0.0,H,2018/2019
1743,2019-01-19,Liverpool,Crystal Palace,4.0,3.0,H,2018/2019
1744,2019-01-19,Man United,Brighton,2.0,1.0,H,2018/2019
1745,2019-01-19,Newcastle,Cardiff,3.0,0.0,H,2018/2019
1746,2019-01-19,Southampton,Everton,2.0,1.0,H,2018/2019
1747,2019-01-19,Watford,Burnley,0.0,0.0,D,2018/2019
1748,2019-01-19,Wolves,Leicester,4.0,3.0,H,2018/2019
1749,2019-01-20,Fulham,Tottenham,1.0,2.0,A,2018/2019
1750,2019-01-20,Huddersfield,Man City,0.0,3.0,A,2018/2019
1751,2019-01-29,Arsenal,Cardiff,2.0,1.0,H,2018/2019
1752,2019-01-29,Fulham,Brighton,4.0,2.0,H,2018/2019
1753,2019-01-29,Huddersfield,Everton,0.0,1.0,A,2018/2019
1754,2019-01-29,Man United,Burnley,2.0,2.0,D,2018/2019
1755,2019-01-29,Newcastle,Man City,2.0,1.0,H,2018/2019
1756,2019-01-29,Wolves,West Ham,3.0,0.0,H,2018/2019
1757,2019-01-30,Bournemouth,Chelsea,4.0,0.0,H,2018/2019
1758,2019-01-30,Liverpool,Leicester,1.0,1.0,D,2018/2019
1759,2019-01-30,Southampton,Crystal Palace,1.0,1.0,D,2018/2019
1760,2019-01-30,Tottenham,Watford,2.0,1.0,H,2018/2019
1761,2019-02-02,Brighton,Watford,0.0,0.0,D,2018/2019
1762,2019-02-02,Burnley,Southampton,1.0,1.0,D,2018/2019
1763,2019-02-02,Cardiff,Bournemouth,2.0,0.0,H,2018/2019
1764,2019-02-02,Chelsea,Huddersfield,5.0,0.0,H,2018/2019
1765,2019-02-02,Crystal Palace,Fulham,2.0,0.0,H,2018/2019
1766,2019-02-02,Everton,Wolves,1.0,3.0,A,2018/2019
1767,2019-02-02,Tottenham,Newcastle,1.0,0.0,H,2018/2019
1768,2019-02-03,Leicester,Man United,0.0,1.0,A,2018/2019
1769,2019-02-03,Man City,Arsenal,3.0,1.0,H,2018/2019
1770,2019-02-04,West Ham,Liverpool,1.0,1.0,D,2018/2019
1771,2019-02-06,Everton,Man City,0.0,2.0,A,2018/2019
1772,2019-02-09,Brighton,Burnley,1.0,3.0,A,2018/2019
1773,2019-02-09,Crystal Palace,West Ham,1.0,1.0,D,2018/2019
1774,2019-02-09,Fulham,Man United,0.0,3.0,A,2018/2019
1775,2019-02-09,Huddersfield,Arsenal,1.0,2.0,A,2018/2019
1776,2019-02-09,Liverpool,Bournemouth,3.0,0.0,H,2018/2019
1777,2019-02-09,Southampton,Cardiff,1.0,2.0,A,2018/2019
1778,2019-02-09,Watford,Everton,1.0,0.0,H,2018/2019
1779,2019-02-10,Man City,Chelsea,6.0,0.0,H,2018/2019
1780,2019-02-10,Tottenham,Leicester,3.0,1.0,H,2018/2019
1781,2019-02-11,Wolves,Newcastle,1.0,1.0,D,2018/2019
1782,2019-02-22,Cardiff,Watford,1.0,5.0,A,2018/2019
1783,2019-02-22,West Ham,Fulham,3.0,1.0,H,2018/2019
1784,2019-02-23,Bournemouth,Wolves,1.0,1.0,D,2018/2019
1785,2019-02-23,Burnley,Tottenham,2.0,1.0,H,2018/2019
1786,2019-02-23,Leicester,Crystal Palace,1.0,4.0,A,2018/2019
1787,2019-02-23,Newcastle,Huddersfield,2.0,0.0,H,2018/2019
1788,2019-02-24,Arsenal,Southampton,2.0,0.0,H,2018/2019
1789,2019-02-24,Man United,Liverpool,0.0,0.0,D,2018/2019
1790,2019-02-26,Cardiff,Everton,0.0,3.0,A,2018/2019
1791,2019-02-26,Huddersfield,Wolves,1.0,0.0,H,2018/2019
1792,2019-02-26,Leicester,Brighton,2.0,1.0,H,2018/2019
1793,2019-02-26,Newcastle,Burnley,2.0,0.0,H,2018/2019
1794,2019-02-27,Arsenal,Bournemouth,5.0,1.0,H,2018/2019
1795,2019-02-27,Chelsea,Tottenham,2.0,0.0,H,2018/2019
1796,2019-02-27,Crystal Palace,Man United,1.0,3.0,A,2018/2019
1797,2019-02-27,Liverpool,Watford,5.0,0.0,H,2018/2019
1798,2019-02-27,Man City,West Ham,1.0,0.0,H,2018/2019
1799,2019-02-27,Southampton,Fulham,2.0,0.0,H,2018/2019
1800,2019-03-02,Bournemouth,Man City,0.0,1.0,A,2018/2019
1801,2019-03-02,Brighton,Huddersfield,1.0,0.0,H,2018/2019
1802,2019-03-02,Burnley,Crystal Palace,1.0,3.0,A,2018/2019
1803,2019-03-02,Man United,Southampton,3.0,2.0,H,2018/2019
1804,2019-03-02,Tottenham,Arsenal,1.0,1.0,D,2018/2019
1805,2019-03-02,West Ham,Newcastle,2.0,0.0,H,2018/2019
1806,2019-03-02,Wolves,Cardiff,2.0,0.0,H,2018/2019
1807,2019-03-03,Everton,Liverpool,0.0,0.0,D,2018/2019
1808,2019-03-03,Fulham,Chelsea,1.0,2.0,A,2018/2019
1809,2019-03-03,Watford,Leicester,2.0,1.0,H,2018/2019
1810,2019-03-09,Cardiff,West Ham,2.0,0.0,H,2018/2019
1811,2019-03-09,Crystal Palace,Brighton,1.0,2.0,A,2018/2019
1812,2019-03-09,Huddersfield,Bournemouth,0.0,2.0,A,2018/2019
1813,2019-03-09,Leicester,Fulham,3.0,1.0,H,2018/2019
1814,2019-03-09,Man City,Watford,3.0,1.0,H,2018/2019
1815,2019-03-09,Newcastle,Everton,3.0,2.0,H,2018/2019
1816,2019-03-09,Southampton,Tottenham,2.0,1.0,H,2018/2019
1817,2019-03-10,Arsenal,Man United,2.0,0.0,H,2018/2019
1818,2019-03-10,Chelsea,Wolves,1.0,1.0,D,2018/2019
1819,2019-03-10,Liverpool,Burnley,4.0,2.0,H,2018/2019
1820,2019-03-16,Bournemouth,Newcastle,2.0,2.0,D,2018/2019
1821,2019-03-16,Burnley,Leicester,1.0,2.0,A,2018/2019
1822,2019-03-16,West Ham,Huddersfield,4.0,3.0,H,2018/2019
1823,2019-03-17,Everton,Chelsea,2.0,0.0,H,2018/2019
1824,2019-03-17,Fulham,Liverpool,1.0,2.0,A,2018/2019
1825,2019-03-30,Brighton,Southampton,0.0,1.0,A,2018/2019
1826,2019-03-30,Burnley,Wolves,2.0,0.0,H,2018/2019
1827,2019-03-30,Crystal Palace,Huddersfield,2.0,0.0,H,2018/2019
1828,2019-03-30,Fulham,Man City,0.0,2.0,A,2018/2019
1829,2019-03-30,Leicester,Bournemouth,2.0,0.0,H,2018/2019
1830,2019-03-30,Man United,Watford,2.0,1.0,H,2018/2019
1831,2019-03-30,West Ham,Everton,0.0,2.0,A,2018/2019
1832,2019-03-31,Cardiff,Chelsea,1.0,2.0,A,2018/2019
1833,2019-03-31,Liverpool,Tottenham,2.0,1.0,H,2018/2019
1834,2019-04-01,Arsenal,Newcastle,2.0,0.0,H,2018/2019
1835,2019-04-02,Watford,Fulham,4.0,1.0,H,2018/2019
1836,2019-04-02,Wolves,Man United,2.0,1.0,H,2018/2019
1837,2019-04-03,Chelsea,Brighton,3.0,0.0,H,2018/2019
1838,2019-04-03,Man City,Cardiff,2.0,0.0,H,2018/2019
1839,2019-04-03,Tottenham,Crystal Palace,2.0,0.0,H,2018/2019
1840,2019-04-05,Southampton,Liverpool,1.0,3.0,A,2018/2019
1841,2019-04-06,Bournemouth,Burnley,1.0,3.0,A,2018/2019
1842,2019-04-06,Huddersfield,Leicester,1.0,4.0,A,2018/2019
1843,2019-04-06,Newcastle,Crystal Palace,0.0,1.0,A,2018/2019
1844,2019-04-07,Everton,Arsenal,1.0,0.0,H,2018/2019
1845,2019-04-08,Chelsea,West Ham,2.0,0.0,H,2018/2019
1846,2019-04-12,Leicester,Newcastle,0.0,1.0,A,2018/2019
1847,2019-04-13,Brighton,Bournemouth,0.0,5.0,A,2018/2019
1848,2019-04-13,Burnley,Cardiff,2.0,0.0,H,2018/2019
1849,2019-04-13,Fulham,Everton,2.0,0.0,H,2018/2019
1850,2019-04-13,Man United,West Ham,2.0,1.0,H,2018/2019
1851,2019-04-13,Southampton,Wolves,3.0,1.0,H,2018/2019
1852,2019-04-13,Tottenham,Huddersfield,4.0,0.0,H,2018/2019
1853,2019-04-14,Crystal Palace,Man City,1.0,3.0,A,2018/2019
1854,2019-04-14,Liverpool,Chelsea,2.0,0.0,H,2018/2019
1855,2019-04-15,Watford,Arsenal,0.0,1.0,A,2018/2019
1856,2019-04-16,Brighton,Cardiff,0.0,2.0,A,2018/2019
1857,2019-04-20,Bournemouth,Fulham,0.0,1.0,A,2018/2019
1858,2019-04-20,Huddersfield,Watford,1.0,2.0,A,2018/2019
1859,2019-04-20,Man City,Tottenham,1.0,0.0,H,2018/2019
1860,2019-04-20,Newcastle,Southampton,3.0,1.0,H,2018/2019
1861,2019-04-20,West Ham,Leicester,2.0,2.0,D,2018/2019
1862,2019-04-20,Wolves,Brighton,0.0,0.0,D,2018/2019
1863,2019-04-21,Arsenal,Crystal Palace,2.0,3.0,A,2018/2019
1864,2019-04-21,Cardiff,Liverpool,0.0,2.0,A,2018/2019
1865,2019-04-21,Everton,Man United,4.0,0.0,H,2018/2019
1866,2019-04-22,Chelsea,Burnley,2.0,2.0,D,2018/2019
1867,2019-04-23,Tottenham,Brighton,1.0,0.0,H,2018/2019
1868,2019-04-23,Watford,Southampton,1.0,1.0,D,2018/2019
1869,2019-04-24,Man United,Man City,0.0,2.0,A,2018/2019
1870,2019-04-24,Wolves,Arsenal,3.0,1.0,H,2018/2019
1871,2019-04-26,Liverpool,Huddersfield,5.0,0.0,H,2018/2019
1872,2019-04-27,Brighton,Newcastle,1.0,1.0,D,2018/2019
1873,2019-04-27,Crystal Palace,Everton,0.0,0.0,D,2018/2019
1874,2019-04-27,Fulham,Cardiff,1.0,0.0,H,2018/2019
1875,2019-04-27,Southampton,Bournemouth,3.0,3.0,D,2018/2019
1876,2019-04-27,Tottenham,West Ham,0.0,1.0,A,2018/2019
1877,2019-04-27,Watford,Wolves,1.0,2.0,A,2018/2019
1878,2019-04-28,Burnley,Man City,0.0,1.0,A,2018/2019
1879,2019-04-28,Leicester,Arsenal,3.0,0.0,H,2018/2019
1880,2019-04-28,Man United,Chelsea,1.0,1.0,D,2018/2019
1881,2019-05-03,Everton,Burnley,2.0,0.0,H,2018/2019
1882,2019-05-04,Bournemouth,Tottenham,1.0,0.0,H,2018/2019
1883,2019-05-04,Cardiff,Crystal Palace,2.0,3.0,A,2018/2019
1884,2019-05-04,Newcastle,Liverpool,2.0,3.0,A,2018/2019
1885,2019-05-04,West Ham,Southampton,3.0,0.0,H,2018/2019
1886,2019-05-04,Wolves,Fulham,1.0,0.0,H,2018/2019
1887,2019-05-05,Arsenal,Brighton,1.0,1.0,D,2018/2019
1888,2019-05-05,Chelsea,Watford,3.0,0.0,H,2018/2019
1889,2019-05-05,Huddersfield,Man United,1.0,1.0,D,2018/2019
1890,2019-05-06,Man City,Leicester,1.0,0.0,H,2018/2019
1891,2019-05-12,Brighton,Man City,1.0,4.0,A,2018/2019
1892,2019-05-12,Burnley,Arsenal,1.0,3.0,A,2018/2019
1893,2019-05-12,Crystal Palace,Bournemouth,5.0,3.0,H,2018/2019
1894,2019-05-12,Fulham,Newcastle,0.0,4.0,A,2018/2019
1895,2019-05-12,Leicester,Chelsea,0.0,0.0,D,2018/2019
1896,2019-05-12,Liverpool,Wolves,2.0,0.0,H,2018/2019
1897,2019-05-12,Man United,Cardiff,0.0,2.0,A,2018/2019
1898,2019-05-12,Southampton,Huddersfield,1.0,1.0,D,2018/2019
1899,2019-05-12,Tottenham,Everton,2.0,2.0,D,2018/2019
1900,2019-05-12,Watford,West Ham,1.0,4.0,A,2018/2019
1901,2017-08-11,Arsenal,Leicester,4.0,3.0,H,2017/2018
1902,2017-08-12,Brighton,Man City,0.0,2.0,A,2017/2018
1903,2017-08-12,Chelsea,Burnley,2.0,3.0,A,2017/2018
1904,2017-08-12,Crystal Palace,Huddersfield,0.0,3.0,A,2017/2018
1905,2017-08-12,Everton,Stoke,1.0,0.0,H,2017/2018
1906,2017-08-12,Southampton,Swansea,0.0,0.0,D,2017/2018
1907,2017-08-12,Watford,Liverpool,3.0,3.0,D,2017/2018
1908,2017-08-12,West Brom,Bournemouth,1.0,0.0,H,2017/2018
1909,2017-08-13,Man United,West Ham,4.0,0.0,H,2017/2018
1910,2017-08-13,Newcastle,Tottenham,0.0,2.0,A,2017/2018
1911,2017-08-19,Bournemouth,Watford,0.0,2.0,A,2017/2018
1912,2017-08-19,Burnley,West Brom,0.0,1.0,A,2017/2018
1913,2017-08-19,Leicester,Brighton,2.0,0.0,H,2017/2018
1914,2017-08-19,Liverpool,Crystal Palace,1.0,0.0,H,2017/2018
1915,2017-08-19,Southampton,West Ham,3.0,2.0,H,2017/2018
1916,2017-08-19,Stoke,Arsenal,1.0,0.0,H,2017/2018
1917,2017-08-19,Swansea,Man United,0.0,4.0,A,2017/2018
1918,2017-08-20,Huddersfield,Newcastle,1.0,0.0,H,2017/2018
1919,2017-08-20,Tottenham,Chelsea,1.0,2.0,A,2017/2018
1920,2017-08-21,Man City,Everton,1.0,1.0,D,2017/2018
1921,2017-08-26,Bournemouth,Man City,1.0,2.0,A,2017/2018
1922,2017-08-26,Crystal Palace,Swansea,0.0,2.0,A,2017/2018
1923,2017-08-26,Huddersfield,Southampton,0.0,0.0,D,2017/2018
1924,2017-08-26,Man United,Leicester,2.0,0.0,H,2017/2018
1925,2017-08-26,Newcastle,West Ham,3.0,0.0,H,2017/2018
1926,2017-08-26,Watford,Brighton,0.0,0.0,D,2017/2018
1927,2017-08-27,Chelsea,Everton,2.0,0.0,H,2017/2018
1928,2017-08-27,Liverpool,Arsenal,4.0,0.0,H,2017/2018
1929,2017-08-27,Tottenham,Burnley,1.0,1.0,D,2017/2018
1930,2017-08-27,West Brom,Stoke,1.0,1.0,D,2017/2018
1931,2017-09-09,Arsenal,Bournemouth,3.0,0.0,H,2017/2018
1932,2017-09-09,Brighton,West Brom,3.0,1.0,H,2017/2018
1933,2017-09-09,Everton,Tottenham,0.0,3.0,A,2017/2018
1934,2017-09-09,Leicester,Chelsea,1.0,2.0,A,2017/2018
1935,2017-09-09,Man City,Liverpool,5.0,0.0,H,2017/2018
1936,2017-09-09,Southampton,Watford,0.0,2.0,A,2017/2018
1937,2017-09-09,Stoke,Man United,2.0,2.0,D,2017/2018
1938,2017-09-10,Burnley,Crystal Palace,1.0,0.0,H,2017/2018
1939,2017-09-10,Swansea,Newcastle,0.0,1.0,A,2017/2018
1940,2017-09-11,West Ham,Huddersfield,2.0,0.0,H,2017/2018
1941,2017-09-15,Bournemouth,Brighton,2.0,1.0,H,2017/2018
1942,2017-09-16,Crystal Palace,Southampton,0.0,1.0,A,2017/2018
1943,2017-09-16,Huddersfield,Leicester,1.0,1.0,D,2017/2018
1944,2017-09-16,Liverpool,Burnley,1.0,1.0,D,2017/2018
1945,2017-09-16,Newcastle,Stoke,2.0,1.0,H,2017/2018
1946,2017-09-16,Tottenham,Swansea,0.0,0.0,D,2017/2018
1947,2017-09-16,Watford,Man City,0.0,6.0,A,2017/2018
1948,2017-09-16,West Brom,West Ham,0.0,0.0,D,2017/2018
1949,2017-09-17,Chelsea,Arsenal,0.0,0.0,D,2017/2018
1950,2017-09-17,Man United,Everton,4.0,0.0,H,2017/2018
1951,2017-09-23,Burnley,Huddersfield,0.0,0.0,D,2017/2018
1952,2017-09-23,Everton,Bournemouth,2.0,1.0,H,2017/2018
1953,2017-09-23,Leicester,Liverpool,2.0,3.0,A,2017/2018
1954,2017-09-23,Man City,Crystal Palace,5.0,0.0,H,2017/2018
1955,2017-09-23,Southampton,Man United,0.0,1.0,A,2017/2018
1956,2017-09-23,Stoke,Chelsea,0.0,4.0,A,2017/2018
1957,2017-09-23,Swansea,Watford,1.0,2.0,A,2017/2018
1958,2017-09-23,West Ham,Tottenham,2.0,3.0,A,2017/2018
1959,2017-09-24,Brighton,Newcastle,1.0,0.0,H,2017/2018
1960,2017-09-25,Arsenal,West Brom,2.0,0.0,H,2017/2018
1961,2017-09-30,Bournemouth,Leicester,0.0,0.0,D,2017/2018
1962,2017-09-30,Chelsea,Man City,0.0,1.0,A,2017/2018
1963,2017-09-30,Huddersfield,Tottenham,0.0,4.0,A,2017/2018
1964,2017-09-30,Man United,Crystal Palace,4.0,0.0,H,2017/2018
1965,2017-09-30,Stoke,Southampton,2.0,1.0,H,2017/2018
1966,2017-09-30,West Brom,Watford,2.0,2.0,D,2017/2018
1967,2017-09-30,West Ham,Swansea,1.0,0.0,H,2017/2018
1968,2017-10-01,Arsenal,Brighton,2.0,0.0,H,2017/2018
1969,2017-10-01,Everton,Burnley,0.0,1.0,A,2017/2018
1970,2017-10-01,Newcastle,Liverpool,1.0,1.0,D,2017/2018
1971,2017-10-14,Burnley,West Ham,1.0,1.0,D,2017/2018
1972,2017-10-14,Crystal Palace,Chelsea,2.0,1.0,H,2017/2018
1973,2017-10-14,Liverpool,Man United,0.0,0.0,D,2017/2018
1974,2017-10-14,Man City,Stoke,7.0,2.0,H,2017/2018
1975,2017-10-14,Swansea,Huddersfield,2.0,0.0,H,2017/2018
1976,2017-10-14,Tottenham,Bournemouth,1.0,0.0,H,2017/2018
1977,2017-10-14,Watford,Arsenal,2.0,1.0,H,2017/2018
1978,2017-10-15,Brighton,Everton,1.0,1.0,D,2017/2018
1979,2017-10-15,Southampton,Newcastle,2.0,2.0,D,2017/2018
1980,2017-10-16,Leicester,West Brom,1.0,1.0,D,2017/2018
1981,2017-10-20,West Ham,Brighton,0.0,3.0,A,2017/2018
1982,2017-10-21,Chelsea,Watford,4.0,2.0,H,2017/2018
1983,2017-10-21,Huddersfield,Man United,2.0,1.0,H,2017/2018
1984,2017-10-21,Man City,Burnley,3.0,0.0,H,2017/2018
1985,2017-10-21,Newcastle,Crystal Palace,1.0,0.0,H,2017/2018
1986,2017-10-21,Southampton,West Brom,1.0,0.0,H,2017/2018
1987,2017-10-21,Stoke,Bournemouth,1.0,2.0,A,2017/2018
1988,2017-10-21,Swansea,Leicester,1.0,2.0,A,2017/2018
1989,2017-10-22,Everton,Arsenal,2.0,5.0,A,2017/2018
1990,2017-10-22,Tottenham,Liverpool,4.0,1.0,H,2017/2018
1991,2017-10-28,Arsenal,Swansea,2.0,1.0,H,2017/2018
1992,2017-10-28,Bournemouth,Chelsea,0.0,1.0,A,2017/2018
1993,2017-10-28,Crystal Palace,West Ham,2.0,2.0,D,2017/2018
1994,2017-10-28,Liverpool,Huddersfield,3.0,0.0,H,2017/2018
1995,2017-10-28,Man United,Tottenham,1.0,0.0,H,2017/2018
1996,2017-10-28,Watford,Stoke,0.0,1.0,A,2017/2018
1997,2017-10-28,West Brom,Man City,2.0,3.0,A,2017/2018
1998,2017-10-29,Brighton,Southampton,1.0,1.0,D,2017/2018
1999,2017-10-29,Leicester,Everton,2.0,0.0,H,2017/2018
2000,2017-10-30,Burnley,Newcastle,1.0,0.0,H,2017/2018
2001,2017-11-04,Huddersfield,West Brom,1.0,0.0,H,2017/2018
2002,2017-11-04,Newcastle,Bournemouth,0.0,1.0,A,2017/2018
2003,2017-11-04,Southampton,Burnley,0.0,1.0,A,2017/2018
2004,2017-11-04,Stoke,Leicester,2.0,2.0,D,2017/2018
2005,2017-11-04,Swansea,Brighton,0.0,1.0,A,2017/2018
2006,2017-11-04,West Ham,Liverpool,1.0,4.0,A,2017/2018
2007,2017-11-05,Chelsea,Man United,1.0,0.0,H,2017/2018
2008,2017-11-05,Everton,Watford,3.0,2.0,H,2017/2018
2009,2017-11-05,Man City,Arsenal,3.0,1.0,H,2017/2018
2010,2017-11-05,Tottenham,Crystal Palace,1.0,0.0,H,2017/2018
2011,2017-11-18,Arsenal,Tottenham,2.0,0.0,H,2017/2018
2012,2017-11-18,Bournemouth,Huddersfield,4.0,0.0,H,2017/2018
2013,2017-11-18,Burnley,Swansea,2.0,0.0,H,2017/2018
2014,2017-11-18,Crystal Palace,Everton,2.0,2.0,D,2017/2018
2015,2017-11-18,Leicester,Man City,0.0,2.0,A,2017/2018
2016,2017-11-18,Liverpool,Southampton,3.0,0.0,H,2017/2018
2017,2017-11-18,Man United,Newcastle,4.0,1.0,H,2017/2018
2018,2017-11-18,West Brom,Chelsea,0.0,4.0,A,2017/2018
2019,2017-11-19,Watford,West Ham,2.0,0.0,H,2017/2018
2020,2017-11-20,Brighton,Stoke,2.0,2.0,D,2017/2018
2021,2017-11-24,West Ham,Leicester,1.0,1.0,D,2017/2018
2022,2017-11-25,Crystal Palace,Stoke,2.0,1.0,H,2017/2018
2023,2017-11-25,Liverpool,Chelsea,1.0,1.0,D,2017/2018
2024,2017-11-25,Man United,Brighton,1.0,0.0,H,2017/2018
2025,2017-11-25,Newcastle,Watford,0.0,3.0,A,2017/2018
2026,2017-11-25,Swansea,Bournemouth,0.0,0.0,D,2017/2018
2027,2017-11-25,Tottenham,West Brom,1.0,1.0,D,2017/2018
2028,2017-11-26,Burnley,Arsenal,0.0,1.0,A,2017/2018
2029,2017-11-26,Huddersfield,Man City,1.0,2.0,A,2017/2018
2030,2017-11-26,Southampton,Everton,4.0,1.0,H,2017/2018
2031,2017-11-28,Brighton,Crystal Palace,0.0,0.0,D,2017/2018
2032,2017-11-28,Leicester,Tottenham,2.0,1.0,H,2017/2018
2033,2017-11-28,Watford,Man United,2.0,4.0,A,2017/2018
2034,2017-11-28,West Brom,Newcastle,2.0,2.0,D,2017/2018
2035,2017-11-29,Arsenal,Huddersfield,5.0,0.0,H,2017/2018
2036,2017-11-29,Bournemouth,Burnley,1.0,2.0,A,2017/2018
2037,2017-11-29,Chelsea,Swansea,1.0,0.0,H,2017/2018
2038,2017-11-29,Everton,West Ham,4.0,0.0,H,2017/2018
2039,2017-11-29,Man City,Southampton,2.0,1.0,H,2017/2018
2040,2017-11-29,Stoke,Liverpool,0.0,3.0,A,2017/2018
2041,2017-12-02,Arsenal,Man United,1.0,3.0,A,2017/2018
2042,2017-12-02,Brighton,Liverpool,1.0,5.0,A,2017/2018
2043,2017-12-02,Chelsea,Newcastle,3.0,1.0,H,2017/2018
2044,2017-12-02,Everton,Huddersfield,2.0,0.0,H,2017/2018
2045,2017-12-02,Leicester,Burnley,1.0,0.0,H,2017/2018
2046,2017-12-02,Stoke,Swansea,2.0,1.0,H,2017/2018
2047,2017-12-02,Watford,Tottenham,1.0,1.0,D,2017/2018
2048,2017-12-02,West Brom,Crystal Palace,0.0,0.0,D,2017/2018
2049,2017-12-03,Bournemouth,Southampton,1.0,1.0,D,2017/2018
2050,2017-12-03,Man City,West Ham,2.0,1.0,H,2017/2018
2051,2017-12-09,Burnley,Watford,1.0,0.0,H,2017/2018
2052,2017-12-09,Crystal Palace,Bournemouth,2.0,2.0,D,2017/2018
2053,2017-12-09,Huddersfield,Brighton,2.0,0.0,H,2017/2018
2054,2017-12-09,Newcastle,Leicester,2.0,3.0,A,2017/2018
2055,2017-12-09,Swansea,West Brom,1.0,0.0,H,2017/2018
2056,2017-12-09,Tottenham,Stoke,5.0,1.0,H,2017/2018
2057,2017-12-09,West Ham,Chelsea,1.0,0.0,H,2017/2018
2058,2017-12-10,Liverpool,Everton,1.0,1.0,D,2017/2018
2059,2017-12-10,Man United,Man City,1.0,2.0,A,2017/2018
2060,2017-12-10,Southampton,Arsenal,1.0,1.0,D,2017/2018
2061,2017-12-12,Burnley,Stoke,1.0,0.0,H,2017/2018
2062,2017-12-12,Crystal Palace,Watford,2.0,1.0,H,2017/2018
2063,2017-12-12,Huddersfield,Chelsea,1.0,3.0,A,2017/2018
2064,2017-12-13,Liverpool,West Brom,0.0,0.0,D,2017/2018
2065,2017-12-13,Man United,Bournemouth,1.0,0.0,H,2017/2018
2066,2017-12-13,Newcastle,Everton,0.0,1.0,A,2017/2018
2067,2017-12-13,Southampton,Leicester,1.0,4.0,A,2017/2018
2068,2017-12-13,Swansea,Man City,0.0,4.0,A,2017/2018
2069,2017-12-13,Tottenham,Brighton,2.0,0.0,H,2017/2018
2070,2017-12-13,West Ham,Arsenal,0.0,0.0,D,2017/2018
2071,2017-12-16,Arsenal,Newcastle,1.0,0.0,H,2017/2018
2072,2017-12-16,Brighton,Burnley,0.0,0.0,D,2017/2018
2073,2017-12-16,Chelsea,Southampton,1.0,0.0,H,2017/2018
2074,2017-12-16,Leicester,Crystal Palace,0.0,3.0,A,2017/2018
2075,2017-12-16,Man City,Tottenham,4.0,1.0,H,2017/2018
2076,2017-12-16,Stoke,West Ham,0.0,3.0,A,2017/2018
2077,2017-12-16,Watford,Huddersfield,1.0,4.0,A,2017/2018
2078,2017-12-17,Bournemouth,Liverpool,0.0,4.0,A,2017/2018
2079,2017-12-17,West Brom,Man United,1.0,2.0,A,2017/2018
2080,2017-12-18,Everton,Swansea,3.0,1.0,H,2017/2018
